State,District,Latitude,Longitude,Soil_phh2o_0-5cm,Soil_ocd_0-5cm,Soil_clay_0-5cm,Soil_sand_0-5cm,Soil_silt_0-5cm,Soil_bdod_0-5cm,Year,avg_temp,avg_humidity,avg_windspeed,avg_solarradiation
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2003 - 2004,26.0754918,51.55486339,2.762240437,20.00734973
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2004 - 2005,25.61830137,51.83668493,2.596383562,19.86210959
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2005 - 2006,24.97594521,56.70564384,2.497315068,19.58452055
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2006 - 2007,25.34753425,58.42158904,2.554383562,19.29312329
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2007 - 2008,25.33437158,52.98349727,2.625846995,19.57612022
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2008 - 2009,26.35484932,50.05030137,2.534383562,19.87257534
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2009 - 2010,25.96356164,55.42394521,2.59509589,19.28868493
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2010 - 2011,25.26939726,59.4399726,2.47630137,19.11646575
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2011 - 2012,25.54784153,50.695,2.633715847,19.80762295
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2012 - 2013,26.02038356,52.84512329,2.772191781,18.6150137
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2013 - 2014,25.08010959,60.23465753,2.705424658,18.73268493
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2014 - 2015,25.38476712,55.56263014,2.523424658,19.14306849
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2015 - 2016,26.94489071,47.38120219,2.553251366,19.53065574
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2016 - 2017,25.35345205,51.81882192,2.551232877,19.43769863
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2017 - 2018,25.9340274,51.48523288,2.447205479,18.73109589
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2018 - 2019,26.06287671,44.52747945,2.764712329,19.34068493
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2019 - 2020,25.16459016,63.62688525,2.524972678,18.17964481
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2020 - 2021,25.29906849,61.97572603,2.223753425,18.13693151
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2021 - 2022,25.55961644,59.0039726,2.496109589,18.20254795
Maharastra,Jalna,19.918833,75.8708599,7.3,18.1,46.7,21.1,32.1,1.59,2022 - 2023,24.89526027,60.31115068,2.539013699,18.54493151
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2001 - 2002,26.01687671,54.95860274,2.577534247,19.37208219
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2002 - 2003,26.92569863,48.59123288,2.681506849,19.93649315
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2003 - 2004,26.06125683,55.24478142,2.744125683,20.03773224
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2004 - 2005,26.12942466,53.40161644,2.562273973,19.76769863
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2005 - 2006,25.06794521,60.18131507,2.502821918,19.60654795
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2006 - 2007,25.91589041,57.78476712,2.57969863,19.25427397
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2007 - 2008,25.6186612,55.37846995,2.640491803,19.6781694
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2008 - 2009,26.30068493,54.05621918,2.455808219,19.90213699
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2009 - 2010,26.68126027,54.65369863,2.62030137,19.24336986
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2010 - 2011,25.57810959,61.03145205,2.54339726,19.01084932
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2011 - 2012,26.2823224,49.90986339,2.665300546,19.73040984
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2012 - 2013,26.476,54.94753425,2.737068493,18.71369863
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2013 - 2014,25.56506849,61.09512329,2.542465753,18.65649315
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2014 - 2015,25.89273973,54.24526027,2.621561644,19.13147945
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2015 - 2016,27.87601093,46.96027322,2.494371585,19.43519126
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2016 - 2017,25.89947945,51.12630137,2.531041096,19.36873973
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2017 - 2018,26.58832877,50.11975342,2.400849315,18.96479452
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2018 - 2019,27.11517808,44.59035616,2.694958904,19.13726027
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2019 - 2020,26.50685792,59.75631148,2.595409836,18.1276776
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2020 - 2021,25.81561644,61.34328767,2.356383562,18.11841096
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2021 - 2022,25.91413699,61.20646575,2.358684932,18.01205479
Maharastra,Latur,18.3553347,76.7548997,7.1,19.8,38,32,30,1.55,2022 - 2023,25.47246575,60.31293151,2.400958904,18.71783562
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2001 - 2002,26.95846575,53.24290411,2.390191781,19.23
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2002 - 2003,27.68624658,48.08920548,2.529671233,19.79783562
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2003 - 2004,26.5495082,57.23961749,2.519808743,19.56693989
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2004 - 2005,27.13876712,51.29043836,2.393616438,19.59660274
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2005 - 2006,25.72824658,60.62830137,2.264164384,19.36739726
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2006 - 2007,26.71778082,57.34356164,2.360547945,18.96843836
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2007 - 2008,26.21838798,55.43898907,2.364262295,19.50806011
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2008 - 2009,27.19347945,52.73813699,2.238383562,19.55641096
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2009 - 2010,27.58605479,52.98331507,2.403616438,19.17120548
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2010 - 2011,26.38945205,60.46868493,2.360657534,18.78427397
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2011 - 2012,27.02087432,49.99128415,2.439945355,19.48699454
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2012 - 2013,27.12509589,55.49619178,2.512027397,18.28915068
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2013 - 2014,26.31750685,60.95547945,2.347479452,18.29312329
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2014 - 2015,26.78435616,52.8449589,2.447890411,18.94471233
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2015 - 2016,28.71825137,46.25311475,2.381038251,19.26330601
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2016 - 2017,26.66380822,50.95808219,2.349205479,19.29309589
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2017 - 2018,27.53980822,48.76430137,2.237643836,18.73986301
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2018 - 2019,27.70660274,45.57049315,2.48090411,19.01227397
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2019 - 2020,27.00931694,60.33265027,2.393688525,17.80385246
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2020 - 2021,26.72756164,58.96550685,2.198739726,17.92517808
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2021 - 2022,26.65054795,60.69356164,2.199753425,17.92079452
Maharastra,Nanded,19.0940088,77.4831922,7.2,18.7,39.9,28.6,31.5,1.6,2022 - 2023,26.29931507,59.53147945,2.228191781,18.34084932
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2001 - 2002,26.63564384,49.756,2.725917808,19.53534247
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2002 - 2003,26.83926027,49.61257534,2.849205479,19.61917808
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2003 - 2004,26.24480874,56.46461749,2.704562842,19.48032787
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2004 - 2005,26.18939726,53.34553425,2.626684932,19.56383562
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2005 - 2006,26.06342466,55.52063014,2.559753425,19.54619178
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2006 - 2007,26.34424658,57.59115068,2.635342466,18.98961644
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2007 - 2008,25.88346995,54.02606557,2.624344262,19.3079235
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2008 - 2009,26.98131507,51.51764384,2.564739726,19.44630137
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2009 - 2010,26.63934247,56.8059726,2.672082192,19.42071233
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2010 - 2011,26.09756164,59.18884932,2.556219178,18.9940274
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2011 - 2012,26.0334153,52.67661202,2.703415301,19.25265027
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2012 - 2013,26.16484932,54.92580822,2.789260274,18.39553425
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2013 - 2014,25.72328767,59.89016438,2.79169863,18.40709589
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2014 - 2015,26.12210959,57.29227397,2.584520548,18.75460274
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2015 - 2016,27.07904372,50.16653005,2.591584699,19.24193989
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2016 - 2017,26.12312329,52.30550685,2.653835616,19.07334247
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2017 - 2018,26.91627397,50.54076712,2.578821918,18.44128767
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2018 - 2019,26.45728767,46.30709589,2.756547945,19.04635616
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2019 - 2020,25.67904372,64.34726776,2.587978142,17.57319672
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2020 - 2021,26.48843836,58.69852055,2.405643836,18.0339726
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2021 - 2022,26.28731507,58.88183562,2.775232877,18.03531507
Maharastra,Nandurbar,21.5141622,74.5405513,7.4,17.8,35,26.7,38.4,1.6,2022 - 2023,25.67816438,59.3989863,2.582547945,18.14463014
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2001 - 2002,26.75128767,60.47690411,2.634931507,18.75912329
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2002 - 2003,27.09909589,59.23591781,2.596493151,19.31923288
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2003 - 2004,26.6829235,62.24177596,2.668196721,18.80713115
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2004 - 2005,26.59783562,61.00468493,2.534547945,19.23158904
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2005 - 2006,26.35594521,63.13339726,2.524191781,18.65150685
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2006 - 2007,26.61224658,65.4169589,2.646219178,18.40117808
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2007 - 2008,26.28215847,61.5802459,2.693060109,18.56942623
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2008 - 2009,27.23553425,59.90290411,2.537205479,18.95989041
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2009 - 2010,26.86906849,64.79238356,2.400109589,18.52073973
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2010 - 2011,26.35,67.24380822,2.55769863,18.24665753
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2011 - 2012,26.42822404,60.58065574,2.596693989,18.83125683
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2012 - 2013,26.39753425,64.3850137,2.55060274,18.1539726
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2013 - 2014,26.36572603,64.18780822,2.613260274,18.21191781
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2014 - 2015,26.6490137,62.83978082,2.568,18.31939726
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2015 - 2016,27.15800546,60.39860656,2.468825137,18.86464481
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2016 - 2017,26.44479452,61.02939726,2.550328767,18.38208219
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2017 - 2018,26.69328767,62.98627397,2.387287671,18.21509589
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2018 - 2019,26.74854795,56.29487671,2.604465753,19.01010959
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2019 - 2020,26.49125683,68.62827869,2.498961749,17.63153005
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2020 - 2021,26.85665753,65.90334247,2.331232877,17.42005479
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2021 - 2022,26.40457534,68.04391781,2.465123288,17.59265753
Maharastra,Palghar,19.757249,73.0931199,6.6,28.2,35.6,32.4,32,1.4,2022 - 2023,26.43073973,62.96767123,2.583424658,17.84917808
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2001 - 2002,26.69832877,51.7730137,2.455342466,19.35172603
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2002 - 2003,27.31060274,47.42528767,2.584712329,19.97432877
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2003 - 2004,26.64226776,53.83631148,2.593278689,19.85330601
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2004 - 2005,26.77638356,50.76561644,2.43890411,19.69490411
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2005 - 2006,25.68709589,58.14556164,2.336438356,19.57764384
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2006 - 2007,26.37471233,57.006,2.407835616,19.13136986
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2007 - 2008,26.17560109,53.28387978,2.455928962,19.47286885
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2008 - 2009,27.13671233,50.49221918,2.355150685,19.616
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2009 - 2010,27.12978082,53.69586301,2.462328767,19.21690411
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2010 - 2011,26.13547945,59.78830137,2.387643836,19.02857534
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2011 - 2012,26.6186612,50.03784153,2.489699454,19.6010929
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2012 - 2013,26.77720548,54.8990137,2.567342466,18.39775342
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2013 - 2014,26.11641096,59.85054795,2.446493151,18.56043836
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2014 - 2015,26.39443836,53.65284932,2.46230137,19.01345205
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2015 - 2016,28.23068306,46.29778689,2.422459016,19.40043716
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2016 - 2017,26.35421918,50.82109589,2.421561644,19.38463014
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2017 - 2018,27.2000274,48.56372603,2.283178082,18.80539726
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2018 - 2019,27.25046575,44.46208219,2.566383562,19.16071233
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2019 - 2020,26.6476776,59.91161202,2.483142077,17.99136612
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2020 - 2021,26.56961644,57.48476712,2.240465753,18.04430137
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2021 - 2022,26.36389041,59.74446575,2.258493151,18.0860274
Maharastra,Parbhani,19.2901981,76.6026443,7.3,17.9,41.5,28,30.5,1.59,2022 - 2023,25.98939726,59.23076712,2.363479452,18.40882192
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2001 - 2002,26.57087671,68.89150685,2.729178082,18.55778082
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2002 - 2003,27.03279452,66.44375342,2.636547945,19.35139726
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2003 - 2004,26.74439891,68.77491803,2.666639344,18.85713115
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2004 - 2005,26.41136986,68.83120548,2.635150685,19.15857534
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2005 - 2006,26.20408219,70.06221918,2.69,18.67663014
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2006 - 2007,26.66060274,70.91254795,2.785753425,18.23742466
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2007 - 2008,26.2870765,69.10213115,2.73568306,18.47532787
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2008 - 2009,26.99041096,67.76676712,2.592356164,19.04780822
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2009 - 2010,26.7099726,72.01720548,2.555479452,18.14934247
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2010 - 2011,26.38032877,72.85632877,2.597808219,18.05747945
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2011 - 2012,26.29013661,68.14128415,2.692595628,18.78240437
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2012 - 2013,26.38339726,70.6190137,2.654383562,18.22547945
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2013 - 2014,26.54991781,69.4609589,2.639479452,18.22071233
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2014 - 2015,26.57506849,69.45410959,2.621890411,18.10967123
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2015 - 2016,27.05688525,67.93644809,2.519480874,18.7823224
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2016 - 2017,26.35035616,68.26619178,2.628164384,18.25871233
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2017 - 2018,26.61854795,69.69287671,2.454027397,17.98287671
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2018 - 2019,26.65860274,65.22608219,2.623945205,18.93243836
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2019 - 2020,26.69021858,74.1915847,2.546338798,17.64948087
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2020 - 2021,26.8830137,72.74010959,2.401561644,17.18575342
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2021 - 2022,26.59183562,72.99980822,2.438849315,17.49350685
Maharastra,Raigad,18.4928092,73.138071,5.9,33.4,31.9,38.7,29.4,1.31,2022 - 2023,26.5240274,69.66041096,2.696,17.92956164
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2001 - 2002,24.77558904,66.92731507,2.728712329,18.49583562
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2002 - 2003,25.32194521,63.29947945,2.677452055,19.18526027
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2003 - 2004,25.0565847,65.61494536,2.641338798,18.67849727
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2004 - 2005,24.69742466,65.53523288,2.709917808,19.1559726
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2005 - 2006,24.30871233,68.27224658,2.796986301,18.53953425
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2006 - 2007,24.78156164,69.14317808,2.817068493,18.19367123
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2007 - 2008,24.4331694,67.82773224,2.737131148,18.37404372
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2008 - 2009,25.15605479,65.16043836,2.60169863,18.99542466
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2009 - 2010,24.98583562,70.19827397,2.671068493,18.01591781
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2010 - 2011,24.51210959,71.23421918,2.665260274,17.96515068
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2011 - 2012,24.68494536,64.69754098,2.799180328,18.76743169
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2012 - 2013,24.72772603,68.24131507,2.782986301,18.23216438
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2013 - 2014,24.76958904,67.97367123,2.696876712,18.36739726
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2014 - 2015,24.63728767,67.63980822,2.668191781,18.12868493
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2015 - 2016,25.49833333,64.9304918,2.55068306,18.95221311
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2016 - 2017,24.45646575,65.88369863,2.665589041,18.36876712
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2017 - 2018,24.71920548,68.05852055,2.450109589,18.00060274
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2018 - 2019,25.02649315,62.61715068,2.650986301,19.07408219
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2019 - 2020,24.86581967,73.7129235,2.589781421,17.83295082
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2020 - 2021,24.88282192,73.38939726,2.359726027,17.2209863
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2021 - 2022,24.62780822,72.91161644,2.413232877,17.51542466
Maharastra,Ratnagiri,17.2826079,73.4569787,6.2,31.5,37.3,33.5,29.2,1.31,2022 - 2023,24.70539726,68.19175342,2.603780822,18.38473973
Maharastra,Sangli,17.1726928,74.5867654,7.3,20.3,41.9,34.8,23.3,1.5,2001 - 2002,24.96383562,61.8550411,3.226164384,19.51687671
Maharastra,Sangli,17.1726928,74.5867654,7.3,20.3,41.9,34.8,23.3,1.5,2002 - 2003,25.6109863,57.72734247,3.124465753,20.05
Maharastra,Sangli,17.1726928,74.5867654,7.3,20.3,41.9,34.8,23.3,1.5,2003 - 2004,25.17931694,60.21560109,3.125081967,19.79969945
Maharastra,Sangli,17.1726928,74.5867654,7.3,20.3,41.9,34.8,23.3,1.5,2004 - 2005,24.84082192,60.54219178,3.125123288,19.8489589
